"Tool Index (tool_index)","Preset Name (preset_name)","Type (tool_type)","Description (tool_description)","Diameter (tool_diameter)","Number (tool_number)","Unit (tool_unit)","Holder Description (holder_description)","Holder Product ID (holder_productId)","Holder Product Link (holder_productLink)","Holder Vendor (holder_vendor)","Abrasive Flow Rate (tool_abrasiveFlowRate)","Size (tool_adaptiveItemSize)","Orientation (tool_angle)","Tool Assembly Gauge Length (tool_assemblyGaugeLength)","Assist Gas (tool_assistGas)","Axial Distance (tool_axialDistance)","Bead Width (tool_beadWidth)","Tool Block Size (tool_block_adaptiveItemSize)","Tool Block Comment (tool_block_comment)","Tool Block Description (tool_block_description)","Tool Block Half Index (tool_block_isHalfIndex)","Tool Block Live (tool_block_live)","Tool Block Connection Type (tool_block_machineSideConnectionType)","Tool Block Maximum RPM (tool_block_maximumRotationalSpeed)","Tool Block Attachment points (tool_block_numberOfAttachmentPoints)","Tool Block Number of Tools (tool_block_numberOfTools)","Tool Block Orientation (tool_block_orientationType)","Tool Block Product ID (tool_block_productId)","Tool Block Product Link (tool_block_productLink)","Tool Block Station Number (tool_block_stationNumber)","Tool Block Vendor (tool_block_vendor)","Body Length (tool_bodyLength)","Break Control (tool_breakControl)","Chamfer Angle (tool_chamferAngle)","Chamfer Width (tool_chamferWidth)","Clamping (tool_clamping)","Clockwise Spindle Rotation (tool_clockwise)","Comment (tool_comment)","Compensation (tool_compensation)","Compensation Offset (tool_compensationOffset)","Coolant (tool_coolant)","Coolant Support (tool_coolantSupport)","Corner Radius (tool_cornerRadius)","Cross Section (tool_crossSection)","Cut Height (tool_cutHeight)","Cut Power (tool_cutPower)","Cutting Width (tool_cuttingWidth)","Auxiliary Gas Flow Rate (tool_depositingAuxiliaryGasFlowRate)","Carrier Gas Flow Rate (tool_depositingCarrierGasFlowRate)","Current (tool_depositingCurrent)","Power (tool_depositingPower)","Shield Gas Flow Rate (tool_depositingShieldGasFlowRate)","Voltage (tool_depositingVoltage)","Depth of Cut (tool_depthOfCut)","Diameter Offset (tool_diameterOffset)","End Angle (tool_endAngle)","End Cutting (tool_endCutting)","Cutting Feedrate (tool_feedCutting)","Cutting Feed per Revolution (tool_feedCuttingRel)","Depositing Feedrate (tool_feedDepositing)","Lead-In Feedrate (tool_feedEntry)","Lead-In Feed per Revolution (tool_feedEntryRel)","Lead-Out Feedrate (tool_feedExit)","Lead-Out Feed per Revolution (tool_feedExitRel)","Plunge Feed per Revolution (tool_feedPerRevolution)","Feed per Tooth (tool_feedPerTooth)","Plunge Feedrate (tool_feedPlunge)","Link Feedrate (tool_feedProbeLink)","Measure Feedrate (tool_feedProbeMeasure)","Ramp Feedrate (tool_feedRamp)","Retract Feedrate (tool_feedRetract)","Retract Feed per Revolution (tool_feedRetractPerRevolution)","Transition Feedrate (tool_feedTransition)","Wire Feedrate (tool_feedWire)","Flute Length (tool_fluteLength)","Use Opposite Edge (tool_grooveCompOppositeEdge)","Groove Width (tool_grooveWidth)","Hand (tool_hand)","Head Clearance (tool_headClearance)","Head Length (tool_headLength)","Tool Holder Gauge Length (tool_holderGaugeLength)","Head Length (tool_holderHeadLength)","Overall Length (tool_holderOverallLength)","Style (tool_holderType)","Angle (tool_insertAngle)","Insert size (tool_insertSize)","Size specified by (tool_insertSizeSpecificationMode)","Shape (tool_insertType)","Width (tool_insertWidth)","Internal Thread (tool_internalThread)","Half Index (tool_isHalfIndex)","Kerf Width (tool_kerfWidth)","Layer Thickness (tool_layerThickness)","Leading Angle (tool_leadingAngle)","Trailing edge length (tool_lengthNonCuttingEdge)","Length Offset (tool_lengthOffset)","Live Tool (tool_live)","Lower Radius (tool_lowerRadius)","Quality Control (tool_machineQualityControl)","Connection Type (tool_machineSideConnectionType)","Manual Tool Change (tool_manualToolChange)","Material (tool_material)","Maximum Diameter (tool_maximumCuttingDiameter)","Maximum RPM (tool_maximumRotationalSpeed)","Maximum Thread Pitch (tool_maximumThreadPitch)","Minimum Thread Pitch (tool_minimumThreadPitch)","Nozzle Diameter (tool_nozzleDiameter)","Attachment points (tool_numberOfAttachmentPoints)","Number of Flutes (tool_numberOfFlutes)","Number of Teeth (tool_numberOfTeeth)","Number of Tools (tool_numberOfTools)","Orientation (tool_orientationType)","Overall Length (tool_overallLength)","Pierce Height (tool_pierceHeight)","Pierce Power (tool_piercePower)","Pierce Time (tool_pierceTime)","Powder Flow Rate (tool_powderFlowRate)","Filter by Type (tool_presetMaterialCategory)","Maximum hardness (tool_presetMaterialMaximumHardness)","Minimum hardness (tool_presetMaterialMinimumHardness)","Filter by Search (tool_presetMaterialQuery)","Filter by hardness (tool_presetMaterialUseHardness)","Preset Program Number (tool_presetProgram)","Pressure (tool_pressure)","Product ID (tool_productId)","Product Link (tool_productLink)","Profile Radius (tool_profileRadius)","Ramp Angle (tool_rampAngle)","Ramp Spindle Speed (tool_rampSpindleSpeed)","Relief Angle (tool_reliefAngle)","Round Shank (tool_roundShank)","Flip (tool_shaftAxisAngle)","Shaft Diameter (tool_shaftDiameter)","Shank Height (tool_shankHeight)","Shank Width (tool_shankWidth)","Shoulder Diameter (tool_shoulderDiameter)","Shoulder Length (tool_shoulderLength)","Side Angle (tool_sideAngle)","Side Cutting (tool_sideCutting)","Spindle Speed (tool_spindleSpeed)","Stand-off Distance (tool_standoffDistance)","Station Number (tool_stationNumber)","Stepdown (tool_stepdown)","Stepover (tool_stepover)","Surface Speed (tool_surfaceSpeed)","Taper Angle (tool_taperAngle)","Tapered Type (tool_taperedType)","Thickness (tool_thickness)","Thread Pitch (tool_threadPitch)","Thread Profile Angle (tool_threadProfileAngle)","Thread Tip Radius (tool_threadTipRadius)","Thread Tip Type (tool_threadTipType)","Thread Tip Width (tool_threadTipWidth)","Tip Angle (tool_tipAngle)","Tip Diameter (tool_tipDiameter)","Tip Length (tool_tipLength)","Tip Offset (tool_tipOffset)","Tolerance (tool_tolerance)","Trailing Angle (tool_trailingAngle)","Turret (tool_turret)","Upper Radius (tool_upperRadius)","Use Constant Surface Speed (tool_useConstantSurfaceSpeed)","Use Feed per Revolution (tool_useFeedPerRevolution)","Vendor (tool_vendor)","Use Depth of Cut (use_tool_depthOfCut)","Use Preset Program Number (use_tool_presetProgram)","Use Stepdown (use_tool_stepdown)","Use Stepover (use_tool_stepover)","Shaft Segments (shaft_segments)","Holder Segments (holder_segments)","Tool Library Version (tool_library_version)","CSV_TOOLS_VERSION_1"
1,"","holder","NBT30-SK20C-90 w/ER16 EXT 2.2OOH ","",1,"millimeters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",139.879,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nikken ","","","","","","H17.780000 U22.225000 L22.225000; H38.100000 U19.050000 L19.050000; H64.000000 U46.000000 L46.000000; H1.000000 U46.000000 L44.000000; H3.400000 U46.000000 L46.000000; H2.309000 U38.000000 L46.000000; H3.381000 U38.000000 L38.000000; H2.309000 U46.000000 L38.000000; H6.600000 U46.000000 L46.000000; H1.000000 U44.000000 L46.000000; H2.000000 U31.750000 L31.750000",36
2,"","holder","NBT30-SK13C-60","",1,"millimeters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",54.999,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","H35.000000 U33.000000 L33.000000; H1.000000 U46.000000 L44.000000; H3.400000 U46.000000 L46.000000; H2.309000 U38.000000 L46.000000; H3.381000 U38.000000 L38.000000; H2.309000 U46.000000 L38.000000; H6.600000 U46.000000 L46.000000; H1.000000 U44.000000 L46.000000; H2.000000 U31.750000 L31.750000",36
3,"","holder","NBT30-SK13C-90 (85mm)","",1,"millimeters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",84.999,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","H65.000000 U33.000000 L33.000000; H1.000000 U46.000000 L44.000000; H3.400000 U46.000000 L46.000000; H2.309000 U38.000000 L46.000000; H3.381000 U38.000000 L38.000000; H2.309000 U46.000000 L38.000000; H6.600000 U46.000000 L46.000000; H1.000000 U44.000000 L46.000000; H2.000000 U31.750000 L31.750000",36
4,"","holder","NBT30-SK13C-120","",1,"millimeters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",114.999,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","H95.000000 U33.000000 L33.000000; H1.000000 U46.000000 L44.000000; H3.400000 U46.000000 L46.000000; H2.309000 U38.000000 L46.000000; H3.381000 U38.000000 L38.000000; H2.309000 U46.000000 L38.000000; H6.600000 U46.000000 L46.000000; H1.000000 U44.000000 L46.000000; H2.000000 U31.750000 L31.750000",36
5,"","holder","NBT30-SK13C-150","",1,"millimeters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",142.999,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lindex nikken","","","","","","H123.000000 U33.000000 L33.000000; H1.000000 U46.000000 L44.000000; H3.400000 U46.000000 L46.000000; H2.309000 U38.000000 L46.000000; H3.381000 U38.000000 L38.000000; H2.309000 U46.000000 L38.000000; H6.600000 U46.000000 L46.000000; H1.000000 U44.000000 L46.000000; H2.000000 U31.750000 L31.750000",36
6,"","holder","NBT30-SK20C-90","",1,"millimeters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",82.999,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","H63.000000 U49.000000 L49.000000; H1.000000 U46.000000 L44.000000; H3.400000 U46.000000 L46.000000; H2.309000 U38.000000 L46.000000; H3.381000 U38.000000 L38.000000; H2.309000 U46.000000 L38.000000; H6.600000 U46.000000 L46.000000; H1.000000 U44.000000 L46.000000; H2.000000 U31.750000 L31.750000",36
7,"","holder","NBT30-SK13C-120 W/er 8 extension  OOH1.22","",1,"millimeters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",146.749,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","H31.750000 U12.000000 L12.000000; H95.000000 U33.000000 L33.000000; H1.000000 U46.000000 L44.000000; H3.400000 U46.000000 L46.000000; H2.309000 U38.000000 L46.000000; H3.381000 U38.000000 L38.000000; H2.309000 U46.000000 L38.000000; H6.600000 U46.000000 L46.000000; H1.000000 U44.000000 L46.000000; H2.000000 U31.750000 L31.750000",36
8,"","holder","NBT30-SK20C-90 w/ER16 EXT 2.5OOH ","",1,"millimeters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",147.479,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nikken ","","","","","","H17.780000 U22.225000 L22.225000; H45.700000 U19.050000 L19.050000; H64.000000 U46.000000 L46.000000; H1.000000 U46.000000 L44.000000; H3.400000 U46.000000 L46.000000; H2.309000 U38.000000 L46.000000; H3.381000 U38.000000 L38.000000; H2.309000 U46.000000 L38.000000; H6.600000 U46.000000 L46.000000; H1.000000 U44.000000 L46.000000; H2.000000 U31.750000 L31.750000",36
9,"","holder","NBT30-SK13C-120 er16 12mm shank ext OOH2.5","",1,"millimeters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",178.799,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","H18.000000 U22.000000 L22.000000; H19.000000 U19.000000 L19.000000; H26.800000 U12.000000 L12.000000; H95.000000 U33.000000 L33.000000; H1.000000 U46.000000 L44.000000; H3.400000 U46.000000 L46.000000; H2.309000 U38.000000 L46.000000; H3.381000 U38.000000 L38.000000; H2.309000 U46.000000 L38.000000; H6.600000 U46.000000 L46.000000; H1.000000 U44.000000 L46.000000; H2.000000 U31.750000 L31.750000",36
10,"","holder","DRILL CHUCK - BT30","",1,"inches","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",4.265,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","BT30-APU13D","https://www.maritool.com/Mill-Tool-Holders-BT30-Dual-Contact-BT30-Drill-Chucks/c23_33_444_533/p17945/BT30-DUAL-CONTACT-DRILL-CHUCK-TOOL-HOLDER-13mm/product_info.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Maritool","","","","","","H0.230000 U0.900000 L0.685000; H0.800000 U1.943000 L1.500000; H0.100000 U1.950000 L1.950000; H1.820870 U1.990000 L1.990000; H0.700000 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
