"Tool Index (tool_index)","Preset Name (preset_name)","Type (tool_type)","Description (tool_description)","Diameter (tool_diameter)","Number (tool_number)","Unit (tool_unit)","Holder Description (holder_description)","Holder Product ID (holder_productId)","Holder Product Link (holder_productLink)","Holder Vendor (holder_vendor)","Abrasive Flow Rate (tool_abrasiveFlowRate)","Size (tool_adaptiveItemSize)","Orientation (tool_angle)","Tool Assembly Gauge Length (tool_assemblyGaugeLength)","Assist Gas (tool_assistGas)","Axial Distance (tool_axialDistance)","Bead Width (tool_beadWidth)","Tool Block Size (tool_block_adaptiveItemSize)","Tool Block Comment (tool_block_comment)","Tool Block Description (tool_block_description)","Tool Block Half Index (tool_block_isHalfIndex)","Tool Block Live (tool_block_live)","Tool Block Connection Type (tool_block_machineSideConnectionType)","Tool Block Maximum RPM (tool_block_maximumRotationalSpeed)","Tool Block Attachment points (tool_block_numberOfAttachmentPoints)","Tool Block Number of Tools (tool_block_numberOfTools)","Tool Block Orientation (tool_block_orientationType)","Tool Block Product ID (tool_block_productId)","Tool Block Product Link (tool_block_productLink)","Tool Block Station Number (tool_block_stationNumber)","Tool Block Vendor (tool_block_vendor)","Body Length (tool_bodyLength)","Break Control (tool_breakControl)","Chamfer Angle (tool_chamferAngle)","Chamfer Width (tool_chamferWidth)","Clamping (tool_clamping)","Clockwise Spindle Rotation (tool_clockwise)","Comment (tool_comment)","Compensation (tool_compensation)","Compensation Offset (tool_compensationOffset)","Coolant (tool_coolant)","Coolant Support (tool_coolantSupport)","Corner Radius (tool_cornerRadius)","Cross Section (tool_crossSection)","Cut Height (tool_cutHeight)","Cut Power (tool_cutPower)","Cutting Width (tool_cuttingWidth)","Auxiliary Gas Flow Rate (tool_depositingAuxiliaryGasFlowRate)","Carrier Gas Flow Rate (tool_depositingCarrierGasFlowRate)","Current (tool_depositingCurrent)","Power (tool_depositingPower)","Shield Gas Flow Rate (tool_depositingShieldGasFlowRate)","Voltage (tool_depositingVoltage)","Depth of Cut (tool_depthOfCut)","Diameter Offset (tool_diameterOffset)","End Angle (tool_endAngle)","End Cutting (tool_endCutting)","Cutting Feedrate (tool_feedCutting)","Cutting Feed per Revolution (tool_feedCuttingRel)","Depositing Feedrate (tool_feedDepositing)","Lead-In Feedrate (tool_feedEntry)","Lead-In Feed per Revolution (tool_feedEntryRel)","Lead-Out Feedrate (tool_feedExit)","Lead-Out Feed per Revolution (tool_feedExitRel)","Plunge Feed per Revolution (tool_feedPerRevolution)","Feed per Tooth (tool_feedPerTooth)","Plunge Feedrate (tool_feedPlunge)","Link Feedrate (tool_feedProbeLink)","Measure Feedrate (tool_feedProbeMeasure)","Ramp Feedrate (tool_feedRamp)","Retract Feedrate (tool_feedRetract)","Retract Feed per Revolution (tool_feedRetractPerRevolution)","Transition Feedrate (tool_feedTransition)","Wire Feedrate (tool_feedWire)","Flute Length (tool_fluteLength)","Use Opposite Edge (tool_grooveCompOppositeEdge)","Groove Width (tool_grooveWidth)","Hand (tool_hand)","Head Clearance (tool_headClearance)","Head Length (tool_headLength)","Tool Holder Gauge Length (tool_holderGaugeLength)","Head Length (tool_holderHeadLength)","Overall Length (tool_holderOverallLength)","Style (tool_holderType)","Angle (tool_insertAngle)","Insert size (tool_insertSize)","Size specified by (tool_insertSizeSpecificationMode)","Shape (tool_insertType)","Width (tool_insertWidth)","Internal Thread (tool_internalThread)","Half Index (tool_isHalfIndex)","Kerf Width (tool_kerfWidth)","Layer Thickness (tool_layerThickness)","Leading Angle (tool_leadingAngle)","Trailing edge length (tool_lengthNonCuttingEdge)","Length Offset (tool_lengthOffset)","Live Tool (tool_live)","Lower Radius (tool_lowerRadius)","Quality Control (tool_machineQualityControl)","Connection Type (tool_machineSideConnectionType)","Manual Tool Change (tool_manualToolChange)","Material (tool_material)","Maximum Diameter (tool_maximumCuttingDiameter)","Maximum RPM (tool_maximumRotationalSpeed)","Maximum Thread Pitch (tool_maximumThreadPitch)","Minimum Thread Pitch (tool_minimumThreadPitch)","Nozzle Diameter (tool_nozzleDiameter)","Attachment points (tool_numberOfAttachmentPoints)","Number of Flutes (tool_numberOfFlutes)","Number of Teeth (tool_numberOfTeeth)","Number of Tools (tool_numberOfTools)","Orientation (tool_orientationType)","Overall Length (tool_overallLength)","Pierce Height (tool_pierceHeight)","Pierce Power (tool_piercePower)","Pierce Time (tool_pierceTime)","Powder Flow Rate (tool_powderFlowRate)","Filter by Type (tool_presetMaterialCategory)","Maximum hardness (tool_presetMaterialMaximumHardness)","Minimum hardness (tool_presetMaterialMinimumHardness)","Filter by Search (tool_presetMaterialQuery)","Filter by hardness (tool_presetMaterialUseHardness)","Preset Program Number (tool_presetProgram)","Pressure (tool_pressure)","Product ID (tool_productId)","Product Link (tool_productLink)","Profile Radius (tool_profileRadius)","Ramp Angle (tool_rampAngle)","Ramp Spindle Speed (tool_rampSpindleSpeed)","Relief Angle (tool_reliefAngle)","Round Shank (tool_roundShank)","Flip (tool_shaftAxisAngle)","Shaft Diameter (tool_shaftDiameter)","Shank Height (tool_shankHeight)","Shank Width (tool_shankWidth)","Shoulder Diameter (tool_shoulderDiameter)","Shoulder Length (tool_shoulderLength)","Side Angle (tool_sideAngle)","Side Cutting (tool_sideCutting)","Spindle Speed (tool_spindleSpeed)","Stand-off Distance (tool_standoffDistance)","Station Number (tool_stationNumber)","Stepdown (tool_stepdown)","Stepover (tool_stepover)","Surface Speed (tool_surfaceSpeed)","Taper Angle (tool_taperAngle)","Tapered Type (tool_taperedType)","Thickness (tool_thickness)","Thread Pitch (tool_threadPitch)","Thread Profile Angle (tool_threadProfileAngle)","Thread Tip Radius (tool_threadTipRadius)","Thread Tip Type (tool_threadTipType)","Thread Tip Width (tool_threadTipWidth)","Tip Angle (tool_tipAngle)","Tip Diameter (tool_tipDiameter)","Tip Length (tool_tipLength)","Tip Offset (tool_tipOffset)","Tolerance (tool_tolerance)","Trailing Angle (tool_trailingAngle)","Turret (tool_turret)","Upper Radius (tool_upperRadius)","Use Constant Surface Speed (tool_useConstantSurfaceSpeed)","Use Feed per Revolution (tool_useFeedPerRevolution)","Vendor (tool_vendor)","Use Depth of Cut (use_tool_depthOfCut)","Use Preset Program Number (use_tool_presetProgram)","Use Stepdown (use_tool_stepdown)","Use Stepover (use_tool_stepover)","Shaft Segments (shaft_segments)","Holder Segments (holder_segments)","Tool Library Version (tool_library_version)","CSV_TOOLS_VERSION_1"
1,"Flood","flat end mill","3/8 Endmill Coolant EXamples",0.375,92,"inches","NBT30-SK13C-60","","","","","","",3.48731,"","","","","","","","","","","","","","","","","",1.322,false,"","","",true,"","",92,"flood","no","","","","","","","","","","","","",92,"","",51.9482,"","",51.9482,"",51.9482,"",0.00692998,0.002,60,"","",40,"","",51.9482,"",0.875,"","","","","",2.16531,"","","","","","","","","","","","","","",92,true,"","","",false,"carbide","","","","","","",3,"","","",3,"","","","","all","","","",false,"","","A-222233","","",2,8658.03,"","","",0.375,"","",0.375,0.875,"","",8658.03,"","","","",850,"","","","","","","","","","","","","","",0,"","","","","","",false,false,"","H1.377953 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
1,"Through tool","flat end mill","3/8 Endmill Coolant EXamples",0.375,92,"inches","NBT30-SK13C-60","","","","","","",3.48731,"","","","","","","","","","","","","","","","","",1.322,false,"","","",true,"","",92,"tool","no","","","","","","","","","","","","",92,"","",51.9482,"","",51.9482,"",51.9482,"",0.00692998,0.002,60,"","",40,"","",51.9482,"",0.875,"","","","","",2.16531,"","","","","","","","","","","","","","",92,true,"","","",false,"carbide","","","","","","",3,"","","",3,"","","","","all","","","",false,"","","A-222233","","",2,8658.03,"","","",0.375,"","",0.375,0.875,"","",8658.03,"","","","",850,"","","","","","","","","","","","","","",0,"","","","","","",false,false,"","H1.377953 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
1,"Disabled","flat end mill","3/8 Endmill Coolant EXamples",0.375,92,"inches","NBT30-SK13C-60","","","","","","",3.48731,"","","","","","","","","","","","","","","","","",1.322,false,"","","",true,"","",92,"disabled","no","","","","","","","","","","","","",92,"","",51.9482,"","",51.9482,"",51.9482,"",0.00692998,0.002,60,"","",40,"","",51.9482,"",0.875,"","","","","",2.16531,"","","","","","","","","","","","","","",92,true,"","","",false,"carbide","","","","","","",3,"","","",3,"","","","","all","","","",false,"","","A-222233","","",2,8658.03,"","","",0.375,"","",0.375,0.875,"","",8658.03,"","","","",850,"","","","","","","","","","","","","","",0,"","","","","","",false,false,"","H1.377953 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
1,"Air","flat end mill","3/8 Endmill Coolant EXamples",0.375,92,"inches","NBT30-SK13C-60","","","","","","",3.48731,"","","","","","","","","","","","","","","","","",1.322,false,"","","",true,"","",92,"air","no","","","","","","","","","","","","",92,"","",51.9482,"","",51.9482,"",51.9482,"",0.00692998,0.002,60,"","",40,"","",51.9482,"",0.875,"","","","","",2.16531,"","","","","","","","","","","","","","",92,true,"","","",false,"carbide","","","","","","",3,"","","",3,"","","","","all","","","",false,"","","A-222233","","",2,8658.03,"","","",0.375,"","",0.375,0.875,"","",8658.03,"","","","",850,"","","","","","","","","","","","","","",0,"","","","","","",false,false,"","H1.377953 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
1,"Flood and through tool","flat end mill","3/8 Endmill Coolant EXamples",0.375,92,"inches","NBT30-SK13C-60","","","","","","",3.48731,"","","","","","","","","","","","","","","","","",1.322,false,"","","",true,"","",92,"flood tool","no","","","","","","","","","","","","",92,"","",51.9482,"","",51.9482,"",51.9482,"",0.00692998,0.002,60,"","",40,"","",51.9482,"",0.875,"","","","","",2.16531,"","","","","","","","","","","","","","",92,true,"","","",false,"carbide","","","","","","",3,"","","",3,"","","","","all","","","",false,"","","A-222233","","",2,8658.03,"","","",0.375,"","",0.375,0.875,"","",8658.03,"","","","",850,"","","","","","","","","","","","","","",0,"","","","","","",false,false,"","H1.377953 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
2,"See preset too","tap left hand","Left Hand tap example",0.4,1,"inches","NBT30-SK13C-60","","","","","","",4.16531,"","","","","","","","","","","","","","","","","",2,false,"","","","","","",1,"flood","no","","","","","","","","","","","","",1,"","","","","","","","","",0,"","","","","","","","","",0.8,"","","","","",2.16531,"","","","","","","","","","","","","","",1,true,"","","",false,"hss","","","","","","",3,"","","",2,"","","","","all","","","",false,"","","","","",2,"","","","",0.4,"","","",1.2,"","",500,"","","","",52.3599,"","","",0.04,"","","","","","","","","","",0,"","","","","","",false,false,"","H1.377953 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
3,"See here","tap right hand","Right hand tap preset example",0.4,2,"inches","NBT30-SK13C-120","","","","","","",6.52752,"","","","","","","","","","","","","","","","","",2,false,"","","","","","",2,"flood","no","","","","","","","","","","","","",2,"","","","","","","","","",0,"","","","","","","","","",0.8,"","","","","",4.52752,"","","","","","","","","","","","","","",2,true,"","","",false,"hss","","","","","","",3,"","","",2,"","","","","all","","","",false,"","","","","",2,"","","","",0.4,"","","",1.2,"","",500,"","","","",52.3599,"","","",0.04,"","","","","","","","","","",0,"","","","","","",false,false,"","H3.740157 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
4,"See here for drills","drill","Drill Preset example - applies to other hole making tool types",0.4,3,"inches","DRILL CHUCK - BT30","BT30-APU13D","https://www.maritool.com/Mill-Tool-Holders-BT30-Dual-Contact-BT30-Drill-Chucks/c23_33_444_533/p17945/BT30-DUAL-CONTACT-DRILL-CHUCK-TOOL-HOLDER-13mm/product_info.html","Maritool","","","",8.265,"","","","","","","","","","","","","","","","","",4,false,"","","",true,"","",3,"flood","no","","","","","","","","","","","","",3,"","","","","","","","","",0.008,"",15.2789,"","","",40,0.020944,"","",3.2,"","","","","",4.265,"","","","","","","","","","","","","","",3,true,"","","",false,"hss","","","","","","",2,"","","",5.2,"","","","","all","","","",false,"","","","","",2,"","","","",0.4,"","","",3.6,"","",1909.86,"","","","",200,"","","","","","","","",118,"","","","","",0,"","",false,"","","",false,false,"","H0.230000 U0.900000 L0.685000; H0.800000 U1.943000 L1.500000; H0.100000 U1.950000 L1.950000; H1.820870 U1.990000 L1.990000; H0.700000 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
5,"Default preset ref","flat end mill","End Mill Prest examples",0.25,4,"inches","NBT30-SK13C-60","","","","","","",3.16532,"","","","","","","","","","","","","","","","","",1,false,"","","",true,"","",4,"flood","no","","","","","","","","","","","","",4,"","",40,"","",40,"",40,"",0.00266667,0.002,13.3333,"","",13.3333,"","",40,"",0.75,"","","","","",2.16531,"","","","","","","","","","","","","","",4,true,"","","",false,"carbide","","","","","","",4,"","","",1.5,"","","","","all","","","",false,"","","","","",2,5000,"","","",0.25,"","",0.25,0.875,"","",5000,"","","","",327.249,"","","","","","","","","","","","","","",0,"","","","","","",false,false,"","H1.377953 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
5,"Default with step down and step over","flat end mill","End Mill Prest examples",0.25,4,"inches","NBT30-SK13C-60","","","","","","",3.16532,"","","","","","","","","","","","","","","","","",1,false,"","","",true,"","",4,"flood","no","","","","","","","","","","","","",4,"","",40,"","",40,"",40,"",0.00266667,0.002,13.3333,"","",13.3333,"","",40,"",0.75,"","","","","",2.16531,"","","","","","","","","","","","","","",4,true,"","","",false,"carbide","","","","","","",4,"","","",1.5,"","","","","all","","","",false,"","","","","",2,5000,"","","",0.25,"","",0.25,0.875,"","",5000,"","",0.7125,0.025,327.249,"","","","","","","","","","","","","","",0,"","","","","","",true,true,"","H1.377953 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
